Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2023,Honda,Civic Sport,New,"$25,745",3,52,Aegean Blue,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 DOHC 16V,2HGFE2F55PH508661,H43052,–,,,,,,,IL,Dealer
2023,Honda,Civic Touring,New,"$31,140",3,52,Morning Mist Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 DOHC,2HGFE1F94PH300235,H43022,2,,,,,,,IL,Dealer
2017,Honda,Pilot EX-L,Used,"$24,995",4.6,165,Gray,Gray,Front-wheel Drive,23,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H51HB031317,31317,51425,4.8,4.7,4.7,4.6,4.7,4.7,KY,Dealer
2023,Honda,Civic Sport,New,"$26,145",4.5,950,Gray Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F52PH521139,S12306,4,,,,,,,IL,Dealer
2015,Honda,Accord Sport,Used,"$17,590",4,9531,Burgundy,Black,Front-wheel Drive,29,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F50FA177010,2001964365,45656,4.7,4.6,4.7,4.7,4.7,4.8,,
2023,Honda,Ridgeline RTL,New,"$43,075",5,4272,Obsidian Blue Pearl,Gray,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F51PB014784,H30205,5,5,4.8,4.8,4.2,5,5,IL,Dealer
2023,Honda,Passport TrailSport,New,"$45,080",5,4272,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H64PB002922,H30147,5,,,,,,,IL,Dealer
2022,Honda,Civic Touring,New,"$30,245",4.6,1874,Lunar Silver Metallic,–,FWD,34.5,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F94NH328730,NH328730,8,4.6,4.9,4.4,4.6,4.6,4.7,IL,Dealer
2023,Honda,Civic Sport,New,"$26,200",4.8,1978,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F51PH515929,23143,4,,,,,,,IL,Dealer
2022,Honda,Pilot Elite,New,"$52,060",3.9,161,Deep Scarlet Pearl,Beige,All-wheel Drive,22.5,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H0XNB074835,Z02744-90,0,5,5,5,5,5,5,WI,Dealer
2023,Honda,Civic Sport,New,"$25,745",2.4,246,Lunar Silver Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F53PH512935,L61307,8,,,,,,,IL,Dealer
2022,Honda,Passport TrailSport,New,"$44,265",4.7,739,Crystal Black Pearl,Black,AWD,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H6XNB032181,C17620,1,5,5,4.9,5,4.9,5,IL,Dealer
2023,Honda,Civic EX-L,New,"$29,240",3.1,134,A,Nh-883p/Black,Front-wheel Drive,35,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,19XFL1H76PE002121,CH1114,3,,,,,,,IL,Dealer
2023,Honda,Civic Sport,New,"$27,400",3.1,134,Boost Blue Pearl,B-637p/Black,Front-wheel Drive,31,Gasoline,Manual,Regular Unleaded I-4 2.0 L/122,19XFL2G89PE004168,CH1115,1,,,,,,,IL,Dealer
2023,Honda,Civic EX,New,"$26,645",1.6,107,Rallye Red,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F72PH303519,H303519,5,,,,,,,IL,Dealer
2023,Honda,Civic Sport,New,"$26,440",1.6,107,Sonic Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,19XFL2H80PE002663,H002663,8,,,,,,,IL,Dealer
2023,Honda,Civic Touring,New,"$31,100",1.6,107,Sonic Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F95PH305282,H305282,–,,,,,,,IL,Dealer
2023,Honda,Civic Sport,New,"$26,140",4.5,1614,White,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F5XPH506274,N11675,2,,,,,,,IL,Dealer
2020,Honda,Passport Sport,Used,"$29,788",4.6,327,Black,–,Front-wheel Drive,22.5,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF7H22LB004184,X4191,15046,4.9,4.8,4.8,4.6,4.8,4.8,AL,Dealer
2021,Honda,HR-V EX-L,Used,"$26,824",4.2,9,Crystal Black Pearl,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H77MM744157,C22137C,35313,4.7,4.6,4.6,4.7,4.7,4.8,MI,Dealer
2022,Honda,Pilot Sport,New,"$41,770",2.1,180,Crystal Black Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB104356,H221746,6,5,5,5,5,5,5,AL,Dealer
2020,Honda,Civic Sport,Used,"$22,595",4.6,85,Silver,Black,Front-wheel Drive,33,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F89LH535579,U535579,48365,4.8,4.8,4.9,4.8,4.9,4.9,AL,Dealer
2022,Honda,Accord Sport 1.5T,Used,"$29,449",5,5006,Platinum White Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA023544,P20821,5350,5,5,5,5,5,5,IN,Dealer
2023,Honda,Ridgeline RTL,New,"$46,370",4.8,38,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F51PB017653,63005,3,5,4.8,4.8,4.2,5,5,IN,Dealer
2023,Honda,CR-V EX,New,"$34,800",4.7,38,Urban Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H45PE013472,53129,5,5,5,5,4,4,5,IN,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$36,200",5,4402,Urban Gray Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H50PE005557,9974,31,5,3,4,4,5,5,GA,Dealer
2023,Honda,Pilot TrailSport,New,"$50,040",4.6,1641,Sky,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H6XPB001438,H23118,5,,,,,,,MI,Dealer
2022,Honda,Passport TrailSport,Used,"$41,555",4.9,1332,Crystal Black Pearl,–,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H67NB013944,E1471A,5423,5,5,4.9,5,4.9,5,OH,Dealer
2022,Honda,Civic Sport,Used,"$25,502",4.9,1332,Lunar Silver Metallic,Black,Front-wheel Drive,33.5,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F51NH557823,13190,19922,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer
2021,Honda,Passport Touring,Used,"$36,532",4.1,20,Black Copper Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H9XMB026728,22119A,20579,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2022,Honda,Passport Elite,Used,"$41,995",4.9,16,Radiant Red Metallic,–,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05NB005157,7282,12233,5,5,4.9,5,4.9,5,OH,Dealer
2020,Honda,Passport Touring,Honda Certified,"$36,081",3.3,823,Lunar Silver Metallic,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H91LB014210,22-3979A,22576,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2021,Honda,Passport Sport,Used,"$33,319",3.3,823,Modern Steel Metallic,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H21MB007973,23-0671A,32303,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2022,Honda,Pilot EX-L,New,"$44,000",4.7,5360,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB099954,22-0985,11,5,5,5,5,5,5,OH,Dealer
2016,Honda,Odyssey EX-L,Used,"$20,200",4.7,11,Gray,Gray,Front-wheel Drive,23.5,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H63GB033803,3803A,85840,4.8,4.6,4.7,4.6,4.7,4.8,OH,Dealer
2020,Honda,Ridgeline Sport,Used,"$29,696",5,175,Modern Steel Metallic,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F16LB020846,22482D,38492,4.8,4.7,4.6,4.5,4.7,4.7,OH,Dealer
2023,Honda,Odyssey Elite,New,"$56,545",4.9,3496,Modern Steel Metallic,Black,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H90PB030714,Q30714,1,5,5,4,4,4,5,NC,Dealer
2019,Honda,Civic Sport,Used,"$22,998",4.9,13,Silver,Black,FWD,32.5,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B89KH303287,23693143,64276,4.8,4.8,4.9,4.8,4.9,4.9,FL,Dealer
2022,Honda,Pilot Sport,New,"$41,770",4.5,422,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB098709,J098709,3,5,5,5,5,5,5,PA,Dealer
2023,Honda,HR-V Sport,New,"$27,540",4.6,3,Urban Gray Pearl,–,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H56PM720083,CHS230222,2,4,5,4,5,5,5,NC,Dealer
2022,Honda,Accord Hybrid Sport,New,"$35,006",5,1,Lunar Silver Metallic,Black,FWD,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA046920,N11364,0,4.9,5,5,4.9,4.9,5,NC,Dealer
2009,Honda,Element LX,Used,"$8,583",4.8,35,Royal Blue Pearl,Titanium,Front-wheel Drive,22.5,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH18349L003344,23521GA,166539,4.6,4.7,4.5,4.8,4.6,4.9,FL,Dealer
2022,Honda,Pilot Touring 7-Passenger,Used,"$35,400",5,2,Charcoal,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H60NB021355,58688,8760,5,5,5,5,5,5,FL,Dealer
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$21,729",5,1733,Crystal Black Pearl,Black,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F14JC008998,VT44565,81897,4.8,4.7,4.6,4.6,4.4,4.7,NY,Dealer
2007,Honda,Civic LX,Used,"$7,999",4.4,0,–,–,Front-wheel Drive,35,Gasoline,5 Speed Automatic,4 Cylinder Engine,2HGFG12677H535556,STR1166,95464,4.1,4.3,4.3,4.5,4.5,4.6,VA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600",4.4,878,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H24NB101481,40002-13,10,5,5,5,5,5,5,VA,Dealer
2021,Honda,Accord Sport 1.5T,Used,"$27,995",4.7,551,Sonic Gray Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36MA058640,C32685,10820,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2022,Honda,Pilot Sport,New,"$41,770",5,2068,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB100782,NB100782,3,5,5,5,5,5,5,MD,Dealer
2023,Honda,Pilot Touring,New,"$53,240",5,2791,Platinum White,Gray,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H75PB000982,K3000982,–,,,,,,,MD,Dealer
2023,Honda,Pilot TrailSport,New,"$54,845",5,2791,Sky,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H69PB001060,K3001060O,–,,,,,,,MD,Dealer
2022,Honda,Civic EX-L,New,"$28,740",4.1,321,Platinum White,Black,Front-wheel Drive,35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H76NE023449,H20788A,10,4.6,4.9,4.4,4.6,4.6,4.7,MD,Dealer
2021,Honda,Civic Sport,Used,"$23,800",5,3087,Platinum White Pearl,Black,Front-wheel Drive,33,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F87MH528678,EP528678,23027,4.6,4.7,4.7,4.6,4.8,4.6,MD,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205",5,7,Black,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB102415,50029,16,5,5,5,5,5,5,NY,Dealer
2017,Honda,Ridgeline RTL-T,Used,"$28,590",4,9533,White,Beige,All-wheel Drive,21.5,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F66HB026715,2002129423,70976,4.8,4.7,4.7,4.4,4.7,4.7,,
2021,Honda,Civic Type R Touring,Used,"$48,998",4.9,14,White,Red,Front-wheel Drive,25,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G78MU201673,23500525,11030,5,4.8,5,4.8,4.8,5,FL,Dealer
2022,Honda,Passport Elite,New,"$50,413",4.9,536,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF8H04NB028090,H29447,0,5,5,4.9,5,4.9,5,DE,Dealer
2023,Honda,Ridgeline Black Edition,New,"$48,985",4.6,652,Black,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F80PB016665,PB016665,5,5,4.8,4.8,4.2,5,5,NJ,Dealer
2022,Honda,HR-V Sport,New,"$26,545",4.5,3416,Black,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H13NM751880,226036,5,3.8,3.2,3.6,3.6,4.2,4.2,NJ,Dealer
2018,Honda,Civic EX,Used,"$20,000",4.2,613,Black,Black,Front-wheel Drive,35.5,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F72JH549814,H549814A,11169,4.7,4.7,4.8,4.8,4.9,4.8,NJ,Dealer
2022,Honda,Pilot Elite,New,"$52,060",5,7833,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H03NB059559,S1874,7422,5,5,5,5,5,5,NY,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,150",4.8,733,Sonic Gray Pearl,Black,Front-wheel Drive,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F35NA023739,220652N,5,5,5,5,5,5,5,NY,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075",4.3,1925,Crystal Black Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA116054,NA116054,8,5,5,5,5,5,5,CT,Dealer
2022,Honda,Civic Sport,Used,"$27,976",5,2581,Platinum White Pearl,Black,Front-wheel Drive,33,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,19XFL2H89NE005459,P2287,20766,4.6,4.9,4.4,4.6,4.6,4.7,NH,Dealer
2023,Honda,CR-V EX-L,New,"$36,900",4.9,5490,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H78PH402002,23H084,4,5,5,5,4,4,5,CA,Dealer
2022,Honda,Pilot EX-L,New,"$42,000",4.7,376,Platinum White Pearl,Beige,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59NB038057,59982,3,5,5,5,5,5,5,CA,Dealer
2012,Honda,Pilot Touring,Used,"$17,998",4.6,24,Gray,Tan,FWD,21.5,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H97CB012450,23535774,117290,4.6,4.5,4.5,4.5,4.5,4.7,CA,Dealer
2022,Honda,Ridgeline RTL-E,New,"$51,390",3.9,719,Pacific Pewter Metallic,Black,All-wheel Drive,21,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F74NB017094,2517094,8,5,4.9,4.9,4.3,4.7,5,CA,Dealer
2022,Honda,Pilot Sport,New,"$41,770",5,292,Platinum White Pearl,Nh-883p/Black,All-wheel Drive,22.5,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H33NB100573,H1349,15,5,5,5,5,5,5,CA,Dealer
2023,Honda,Accord LX,New,"$28,390",5,292,GC,Black,FWD,,Gasoline,Automatic CVT,1.5L I4 16V DOHC,1HGCY1F22PA003055,30447,–,,,,,,,CA,Dealer
2022,Honda,Passport Elite,New,"$49,413",4.9,333,Crystal Black Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H07NB028097,78634,6,5,5,4.9,5,4.9,5,NV,Dealer
2023,Honda,Odyssey Sport,New,"$42,705",4.3,3504,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74PB035834,182223,11,5,5,4,4,4,5,AZ,Dealer
2023,Honda,Odyssey Sport,New,"$42,655",4.3,3504,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H71PB025357,182034,11,5,5,4,4,4,5,AZ,Dealer
2023,Honda,Odyssey Sport,New,"$43,050",5,737,Radiant Red Metallic II,Black,FWD,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74PB032836,46720,0,5,5,4,4,4,5,AZ,Dealer
2020,Honda,Accord Sport 1.5T,Used,"$24,296",4.4,152,Red,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32LA130206,L12818,30604,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer
2019,Honda,CR-V EX-L,Used,"$25,417",4.7,352,Platinum White Pearl,Ivory,All-wheel Drive,30,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHLRW2H88KX005620,KX005620C,65828,4.8,4.8,4.7,4.7,4.8,4.8,OR,Dealer
2022,Honda,HR-V EX-L,Used,"$28,217",4.8,437,White,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H73NM720830,788408,24676,3.8,3.2,3.6,3.6,4.2,4.2,NM,Dealer
2021,Honda,Passport EX-L,Used,"$43,256",4.7,67,Obsidian Blue Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50MB002273,9045X,3579,4.9,4.7,4.8,4.6,4.8,4.8,OR,Dealer
2009,Honda,Fit Sport,Used,"$7,953",4.9,88,Silver,Gray,Front-wheel Drive,30,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,JHMGE88629S056867,43018B,134739,4,4.4,4.1,4.6,4.4,4.7,WY,Dealer
2023,Honda,Civic Sport,New,"$29,540",4.8,1650,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,6-Speed Manual,2.0L 4 Cylinder,19XFL2G82PE001175,PE001175,5,,,,,,,OR,Dealer
2017,Honda,HR-V EX,Used,"$20,999",4.6,201,Purple,Black,All-wheel Drive,,CVT Transmission,141.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,3CZRU6H51HM725334,"49,000 mi.",Adaptive Cruise ControlHeated SeatsNavigation System,BluetoothUSB,4.6,4.4,4.4,4.5,4.7,4.7,OR,Individual
2022,Honda,Passport EX-L,New,"$42,987",4.8,563,Radiant Red Metallic II,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51NB031489,H17068,10,5,5,4.9,5,4.9,5,WA,Dealer
2018,Honda,Accord Sport,Used,"$21,750",4.8,1576,Crystal Black Pearl,Black,Front-wheel Drive,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39JA198743,JA198743S,36027,4.8,4.8,4.7,4.7,4.8,4.8,WA,Dealer
2022,Honda,Ridgeline RTL-E,New,"$45,498",4.7,851,Gray,Black,All-wheel Drive,21,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F7XNB038080,33907,12,5,4.9,4.9,4.3,4.7,5,WA,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845",4.9,273,Sky,Black,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H60PB004526,P004526,10,,,,,,,TX,Dealer
2022,Honda,HR-V EX,New,"$27,795",4.9,3405,Crystal Black Pearl,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H56NM747941,NM747941,9,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer
2022,Honda,HR-V EX,New,"$26,295",4.9,3405,Modern Steel Metallic,Black,Front-wheel Drive,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H56NM733791,NM733791,9,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer
2022,Honda,HR-V EX,New,"$26,295",4.9,3405,Modern Steel Metallic,Black,Front-wheel Drive,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H57NM729331,NM729331,6,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer
2005,Honda,Civic LX,Used,"$4,000",4.4,100,Nighthawk Black Pearl,Black,Front-wheel Drive,33.5,Gasoline,4-Speed Automatic,1.7L I4 16V MPFI SOHC,1HGEM22535L068380,324093,193952,4.1,4.2,4.2,4.6,4.2,4.8,ND,Dealer
2019,Honda,Pilot EX-L,Used,"$33,451",5,372,White,Beige,All-wheel Drive,22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50KB083521,518292A,16254,4.8,4.7,4.7,4.6,4.7,4.8,KS,Dealer
2016,Honda,Odyssey SE,Used,"$25,998",4.7,5,Burgundy,Beige,Front-wheel Drive,23.5,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H32GB141769,23473649,67153,4.8,4.6,4.7,4.6,4.7,4.8,TX,Dealer
2020,Honda,Pilot Touring 7-Passenger,Used,"$38,375",4.7,1362,Lunar Silver,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63LB005776,A6008121,32542,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2021,Honda,Pilot Touring 8-Passenger,Honda Certified,"$37,875",4.7,1362,Steel,–,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H96MB024537,A7000841,41649,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer
2016,Honda,CR-V EX-L,Used,"$20,699",3.7,60,Alabaster Silver Metallic,Gray,Front-wheel Drive,29.5,Gasoline,Variable,Regular Unleaded I-4 2.4 L/144,2HKRM3H76GH509201,Z2386,89098,4.6,4.5,4.6,4.6,4.7,4.7,AR,Dealer
2023,Honda,Ridgeline RTL,New,"$41,075",5,2599,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F55PB016845,75088,6,5,4.8,4.8,4.2,5,5,TX,Dealer
2009,Honda,Accord EX-L,Used,"$11,291",4,953,Black,Ivory,Front-wheel Drive,25.5,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCP26839A136214,136214_1,90621,4.4,4.4,4.3,4.4,4.5,4.5,TX,Dealer
2003,Honda,Element EX,Used,"$5,900",4.5,4,Eternal Blue Pearl,Gray/Blue,Four-wheel Drive,22.5,Gasoline,Automatic,2.4L DOHC MPFI i-VTEC 16-valve I4 engine,5J6YH28513L049518,124231,202726,4.5,4.5,4.3,4.7,4.5,4.8,IA,Dealer
2014,Honda,Pilot EX-L,Used,"$13,995",4.6,5,Blue,–,Front-wheel Drive,21.5,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H6XEB026612,P3441,149370,4.7,4.6,4.6,4.6,4.5,4.7,TX,Dealer
2009,Honda,Fit,Used,"$10,999",4.7,2722,Milano Red,Gray,Front-wheel Drive,31.5,Gasoline,5-Speed Automatic,1.5L I4 16V MPFI SOHC,JHMGE88209S066519,P11887,42125,4,4.4,4.1,4.6,4.4,4.7,MN,Dealer
2021,Honda,HR-V EX,Used,"$24,993",4.7,2,Modern Steel Metallic,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H59MM725625,C2506B,38252,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2018,Honda,Pilot EX-L,Used,"$25,993",4.5,2760,White Diamond Pearl,Black,All-wheel Drive,22,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H51JB029577,NB099565A,86498,4.7,4.6,4.7,4.5,4.6,4.7,MN,Dealer
2015,Honda,Accord EX,Used,"$19,839",3.9,1075,Modern Steel Metallic,Black,Front-wheel Drive,29,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCT1B73FA012457,P29473B,39524,4.7,4.6,4.7,4.7,4.7,4.8,MN,Dealer
2022,Honda,Pilot EX-L,New,"$42,105",3.4,54,Crystal Black Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB094172,HT3868,2,5,5,5,5,5,5,IA,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$45,740",3.4,54,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H49PB002787,HT3913,2,,,,,,,IA,Dealer
2020,Honda,Accord Hybrid Touring,Used,"$33,699",4.7,0,–,–,Front-wheel Drive,52.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F99LA017160,UCL5387,28845,4.7,4.8,4.5,4.6,4.7,4.8,LA,Dealer
2022,Honda,Pilot Elite,Used,"$43,799",5,7,Gray,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H04NB029048,A1126,4855,5,5,5,5,5,5,LA,Dealer
